Global,Region,RVP,Director,Manager,IC,Q1_NetNewACV,Q2_NetNewACV,Q3_NetNewACV,Q4_NetNewACV,Q1_CloudSeats,Q2_CloudSeats,Q3_CloudSeats,Q4_CloudSeats,Q1_DCSeats,Q2_DCSeats,Q3_DCSeats,Q4_DCSeats,LTM_ExpansionSpent,Q1_Has_Active_Cert,Q2_Has_Active_Cert,Q3_Has_Active_Cert,Q4_Has_Active_Cert,Open_Pipeline,Late_Stage_Commit,Best_Case_Adds,Current_Seats_ProductX,Knowledge_Workers_Count,Unmigrated_Seats,Is_Brand_New,NetNewACV_4Q_sum,CloudSeats_4Q_sum,DCSeats_4Q_sum
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_1,IC_Mgr_Dir_RVP_NA_2_2_1_4,110185.32,154039.05,138356.01,158740.22,16,26,24,26,57,31,34,45,293287.57,False,True,True,True,336305.26,45671.41,46609.37,408,4540,72,no,561320.6,92,167
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_1,IC_Mgr_Dir_RVP_NA_2_2_1_5,273295.83,292589.0,389585.24,432866.98,53,64,82,54,18,29,24,31,88437.14,False,True,True,True,557647.57,243487.25,137917.88,316,4012,187,no,1388337.05,253,102
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_1,IC_Mgr_Dir_RVP_NA_2_2_1_6,484450.23,452979.37,321881.71,743068.56,132,118,78,115,9,15,20,14,120238.55,False,True,True,True,1458873.07,186747.9,162628.91,182,1479,163,no,2002379.87,443,58
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_1,481579.75,533626.97,415619.76,580981.36,78,71,88,153,10,9,12,10,104856.52,True,True,True,True,1081861.19,192088.94,198748.8,371,3713,20,no,2011807.84,390,41
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_2,0.0,0.0,311340.45,491031.84,0,0,57,114,22,22,31,18,196363.12,False,False,False,False,361727.73,153256.11,56656.73,365,3080,26,no,802372.29,171,93
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_3,0.0,0.0,136731.01,126262.59,0,0,33,22,45,52,52,58,382087.12,False,False,False,False,126691.31,48738.64,10455.8,437,4903,91,no,262993.6,55,207
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_4,268861.97,145209.54,270059.44,233164.21,45,26,63,65,31,25,27,37,328614.32,True,True,True,True,656338.92,150985.1,103740.12,330,4371,196,no,917295.16,199,120
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_5,351733.68,211798.31,359995.97,466314.7,51,29,59,109,24,25,33,31,200662.34,True,True,True,True,528426.36,117611.06,138370.66,108,2995,141,no,1389842.65,248,113
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_6,344657.05,319441.98,476234.19,440390.8,70,73,63,79,10,20,23,24,150696.75,True,True,True,True,909683.24,318851.75,102343.87,129,1249,0,no,1580724.03,285,77
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_2,IC_Mgr_Dir_RVP_NA_2_2_2_7,166037.13,126071.47,90853.32,151754.85,20,16,22,28,61,28,37,63,355844.5,True,True,True,True,442292.39,109604.31,51848.64,352,4735,164,no,534716.78,86,189
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_3,IC_Mgr_Dir_RVP_NA_2_2_3_1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,124067.06,15500.49,9062.62,192,2476,64,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_3,IC_Mgr_Dir_RVP_NA_2_2_3_2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,97698.91,29914.59,20013.43,465,1691,33,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_3,IC_Mgr_Dir_RVP_NA_2_2_3_3,166741.13,247850.29,194311.37,325411.54,31,57,30,83,44,29,35,45,376310.74,True,True,True,True,751331.61,188766.76,119007.72,348,1158,25,no,934314.33,201,153
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_3,IC_Mgr_Dir_RVP_NA_2_2_3_4,144080.5,107999.53,135332.18,257859.84,32,27,18,58,49,57,24,47,333224.07,True,True,True,True,465064.3,102734.47,91941.84,441,2048,46,no,645272.05,135,177
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_3,IC_Mgr_Dir_RVP_NA_2_2_3_5,333294.27,511207.81,260029.9,641954.19,52,66,63,121,15,12,19,15,166729.27,True,True,True,True,950811.54,337286.11,69241.74,478,534,53,no,1746486.17,302,61
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_3,IC_Mgr_Dir_RVP_NA_2_2_3_6,0.0,0.0,0.0,230398.6,0,0,0,58,39,43,35,24,420806.16,False,False,False,False,131297.65,31626.46,33838.41,492,1789,159,yes,230398.6,58,141
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_1,202381.32,249338.62,181634.16,246769.3,53,34,26,52,55,44,36,47,121992.66,True,True,True,True,567162.42,150123.54,41505.06,158,1796,187,no,880123.4,165,182
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_2,97195.34,91827.26,110065.02,125020.35,19,12,24,28,71,33,29,72,244287.36,True,True,True,True,231591.21,36815.53,28256.19,144,1733,33,no,424107.96,83,205
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_3,128002.07,165468.48,146167.09,141676.61,31,43,31,29,33,63,34,43,392819.04,True,True,True,True,485410.91,61976.54,79522.86,409,1027,184,no,581314.26,134,173
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_4,254503.03,402782.24,309595.02,333267.59,35,78,63,84,14,25,17,32,188253.9,False,True,True,True,1015160.22,182699.92,128945.1,122,988,93,no,1300147.88,260,88
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_5,0.0,0.0,0.0,374148.92,0,0,0,60,50,24,43,24,218884.95,False,False,False,False,314044.13,60377.44,28632.35,64,1080,18,yes,374148.92,60,141
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_6,383942.26,204923.66,263947.58,353998.64,107,56,71,54,34,27,23,30,196100.3,True,True,True,True,903813.48,94385.93,142374.76,116,3537,186,no,1206812.15,288,114
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_1,IC_Mgr_Dir_RVP_EMEA_1_1_1_7,145186.01,108439.8,144972.76,127120.98,35,28,20,16,25,53,53,57,454061.43,True,True,True,True,263631.3,88014.18,16992.45,106,758,5,no,525719.54,99,188
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_2,IC_Mgr_Dir_RVP_EMEA_1_1_2_1,204894.7,178249.82,205975.69,311141.17,43,27,29,58,42,42,44,38,156922.78,False,True,True,True,745424.84,120269.68,106581.23,366,3387,180,no,900261.37,157,166
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_2,IC_Mgr_Dir_RVP_EMEA_1_1_2_2,482196.58,429058.17,465662.9,626636.08,94,85,71,116,14,21,21,18,91010.73,True,True,True,True,1500828.75,312889.94,197778.79,134,3839,126,no,2003553.73,366,74
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_2,IC_Mgr_Dir_RVP_EMEA_1_1_2_3,289394.08,246008.41,248332.5,354051.84,68,40,60,84,26,18,37,37,61089.05,True,True,True,True,776813.75,217148.56,87674.08,36,2247,88,no,1137786.84,252,118
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_2,IC_Mgr_Dir_RVP_EMEA_1_1_2_4,203650.19,172794.05,158816.07,311772.69,36,25,26,61,32,35,32,37,66481.6,True,True,True,False,545111.34,79595.48,93588.49,44,803,117,no,847033.01,148,136
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_2,IC_Mgr_Dir_RVP_EMEA_1_1_2_5,254252.97,247914.36,218339.61,306328.2,45,38,58,42,33,20,51,39,141557.52,False,False,False,True,841021.99,202365.62,111019.57,315,2857,20,no,1026835.15,183,143
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_1,Mgr_Dir_RVP_EMEA_1_1_2,IC_Mgr_Dir_RVP_EMEA_1_1_2_6,174722.83,247123.07,227864.37,299309.78,47,52,30,69,33,32,31,51,257161.9,False,True,True,True,671325.7,211735.92,129819.2,152,3434,44,no,949020.05,198,147
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_1,461289.31,370197.73,411142.29,537747.52,59,59,98,137,10,17,15,12,69407.71,True,True,True,True,1085116.49,289454.9,205471.13,419,1512,123,no,1780376.85,353,54
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_2,484933.07,492433.4,416972.08,445230.37,91,137,101,70,13,9,9,7,144859.71,True,True,True,True,1063695.46,210846.06,121885.97,71,3634,193,no,1839568.92,399,38
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_3,463884.34,372995.22,375797.97,608326.09,115,99,71,132,9,15,8,19,31741.5,True,True,False,True,993371.79,261777.68,224989.8,206,2020,128,no,1821003.63,417,51
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,108274.85,32188.18,23391.55,394,619,98,yes,0.0,0,0
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_5,441515.95,287355.94,443593.29,511251.99,62,35,106,117,25,18,18,23,47857.48,False,False,True,True,773805.29,261970.9,184131.0,424,2072,48,no,1683717.18,320,84
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_6,325071.83,256067.11,301494.84,264819.95,74,38,75,57,35,19,45,16,57367.56,True,True,True,True,456348.63,172063.0,95563.66,464,1792,131,no,1147453.73,244,115
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_1,IC_Mgr_Dir_RVP_EMEA_1_2_1_7,277846.02,271593.67,281908.07,299137.41,50,48,63,73,39,39,40,26,393742.97,True,True,True,True,447770.57,215357.5,99965.26,211,3294,162,no,1130485.18,234,144
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_2,IC_Mgr_Dir_RVP_EMEA_1_2_2_1,355307.59,302682.57,366531.41,490431.62,68,51,92,112,8,6,9,15,28514.62,False,True,True,True,619257.22,173273.94,62002.35,300,3104,22,no,1514953.19,323,38
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_2,IC_Mgr_Dir_RVP_EMEA_1_2_2_2,380505.09,416253.85,414083.46,450803.58,48,81,78,100,19,17,13,10,223216.1,True,True,True,True,1300684.56,271079.78,114654.33,215,705,41,no,1661645.98,307,59
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_2,IC_Mgr_Dir_RVP_EMEA_1_2_2_3,163344.48,211002.72,150241.68,345998.2,40,52,25,74,50,53,33,47,134883.87,True,True,True,True,494400.28,148002.53,84318.39,173,1742,17,no,870587.08,191,183
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_2,IC_Mgr_Dir_RVP_EMEA_1_2_2_4,216345.57,302983.94,363984.38,486790.12,27,48,93,127,30,23,36,14,266360.04,False,True,True,True,760909.62,255312.83,154234.92,361,1722,135,no,1370104.0,295,103
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_2,IC_Mgr_Dir_RVP_EMEA_1_2_2_5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,145053.27,23400.47,12034.19,115,718,179,yes,0.0,0,0
Global_Corp,EMEA,RVP_EMEA_1,Dir_RVP_EMEA_1_2,Mgr_Dir_RVP_EMEA_1_2_2,IC_Mgr_Dir_RVP_EMEA_1_2_2_6,477589.53,372802.19,493962.73,510435.62,100,46,115,128,6,15,8,9,26715.69,False,True,True,True,797894.29,142089.89,185749.72,268,318,47,no,1854790.07,389,38
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_1,IC_Mgr_Dir_RVP_APAC_1_1_1_1,213346.23,212375.81,164411.29,238842.41,30,58,27,44,45,54,43,38,174040.75,True,True,True,True,338518.28,96251.81,117202.98,498,3029,0,no,828975.74,159,180
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_1,IC_Mgr_Dir_RVP_APAC_1_1_1_2,295292.16,259810.36,240072.46,243671.57,38,58,55,32,25,35,26,31,152193.59,True,True,True,True,760312.51,184334.75,99669.94,303,3966,0,no,1038846.54,183,117
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_1,IC_Mgr_Dir_RVP_APAC_1_1_1_3,259979.41,196367.0,194212.74,422611.24,43,26,23,58,25,30,25,18,183449.75,True,False,False,False,687439.17,145064.72,134952.1,296,2696,0,no,1073170.39,150,98
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_1,IC_Mgr_Dir_RVP_APAC_1_1_1_4,391595.74,416431.26,464815.61,512466.71,55,105,64,126,11,12,13,19,200335.2,True,True,True,True,1138096.85,237604.01,136360.53,121,3785,0,no,1785309.32,350,55
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_2,IC_Mgr_Dir_RVP_APAC_1_1_2_1,272802.24,443339.69,420076.65,360799.26,42,58,69,45,25,10,14,18,136084.91,True,True,True,True,595411.22,294211.65,185165.24,255,3720,0,no,1497017.83,214,67
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_2,IC_Mgr_Dir_RVP_APAC_1_1_2_2,389534.51,454435.37,394076.66,426015.48,90,121,106,93,24,12,9,14,54292.25,True,False,True,True,1390828.19,160114.17,229081.07,346,3401,150,no,1664062.01,410,59
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_2,IC_Mgr_Dir_RVP_APAC_1_1_2_3,206325.78,321407.41,290391.87,285311.3,53,58,67,54,13,15,37,29,130976.23,True,True,True,True,447830.12,113935.65,61367.14,182,4677,0,no,1103436.36,232,94
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_2,IC_Mgr_Dir_RVP_APAC_1_1_2_4,248725.27,247313.97,314375.49,240152.63,46,39,39,46,17,40,18,30,208706.8,True,True,True,True,746410.23,133945.41,136977.33,345,3087,18,no,1050567.36,170,105
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_2,IC_Mgr_Dir_RVP_APAC_1_1_2_5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,146968.6,41725.09,22256.57,71,2620,146,yes,0.0,0,0
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_2,IC_Mgr_Dir_RVP_APAC_1_1_2_6,379639.54,239350.08,391613.85,276393.53,101,39,70,69,11,15,18,21,134406.14,True,False,True,True,738843.24,154335.02,182346.58,452,1879,65,no,1286997.0,279,65
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_3,IC_Mgr_Dir_RVP_APAC_1_1_3_1,237894.6,271715.75,320758.08,407657.74,35,42,44,97,35,28,32,16,68172.63,False,False,True,True,600272.95,107964.47,136786.42,392,1051,168,no,1238026.16,218,111
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_3,IC_Mgr_Dir_RVP_APAC_1_1_3_2,0.0,0.0,442972.94,576212.89,0,0,116,96,13,13,9,14,128520.83,False,False,False,False,542928.26,129318.8,101520.26,167,2077,170,no,1019185.83,212,49
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_3,IC_Mgr_Dir_RVP_APAC_1_1_3_3,113765.85,187378.82,136254.76,253535.37,29,26,31,66,53,43,50,26,429760.65,True,True,True,True,333526.66,63339.07,18083.82,375,4862,61,no,690934.79,152,172
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_3,IC_Mgr_Dir_RVP_APAC_1_1_3_4,505361.21,376961.71,289329.52,417885.76,113,55,57,107,17,19,14,15,33300.82,False,True,True,True,1351454.56,331192.09,146167.11,238,4443,8,no,1589538.19,332,65
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_3,IC_Mgr_Dir_RVP_APAC_1_1_3_5,346350.97,361086.92,246341.31,534492.37,56,46,51,126,36,19,36,21,269249.41,True,True,True,True,1079940.63,248196.66,87388.85,481,3085,0,no,1488271.57,279,112
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_1,Mgr_Dir_RVP_APAC_1_1_3,IC_Mgr_Dir_RVP_APAC_1_1_3_6,0.0,0.0,0.0,203792.91,0,0,0,52,31,24,42,37,375303.34,False,False,False,True,128134.85,17510.31,18720.25,288,1968,43,no,203792.91,52,134
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_1,IC_Mgr_Dir_RVP_APAC_1_2_1_1,440069.52,342938.28,341112.43,451876.31,76,88,41,81,7,8,13,7,80700.42,True,True,True,True,1209719.4,215491.29,73730.06,377,3919,7,no,1575996.54,286,35
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_1,IC_Mgr_Dir_RVP_APAC_1_2_1_2,133003.04,175417.42,146318.34,374391.26,34,31,36,88,24,33,25,41,97895.01,True,True,True,True,366382.85,175147.26,93481.37,256,2853,83,no,829130.06,189,123
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_1,IC_Mgr_Dir_RVP_APAC_1_2_1_3,501776.14,450887.63,464556.48,510974.73,123,65,101,98,13,18,12,15,26549.13,True,True,True,True,1057586.68,181494.43,122821.16,347,2294,135,no,1928194.98,387,58
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_1,IC_Mgr_Dir_RVP_APAC_1_2_1_4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,123891.04,17774.98,21576.15,419,1140,47,yes,0.0,0,0
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_1,IC_Mgr_Dir_RVP_APAC_1_2_1_5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,172590.91,41173.97,19058.68,345,928,196,yes,0.0,0,0
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_1,IC_Mgr_Dir_RVP_APAC_1_2_1_6,327728.7,232735.3,302366.61,406577.45,68,47,62,68,21,18,21,15,219838.51,False,True,True,True,533924.4,237563.91,184143.56,50,867,176,no,1269408.06,245,75
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_2,IC_Mgr_Dir_RVP_APAC_1_2_2_1,299179.99,325624.53,464420.55,406547.0,39,91,97,66,18,23,12,17,211028.34,False,True,True,True,693020.58,131087.72,208584.87,493,3986,76,no,1495772.06,293,70
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_2,IC_Mgr_Dir_RVP_APAC_1_2_2_2,173049.02,162785.86,97493.32,155483.77,36,27,16,40,59,52,51,47,98794.9,False,True,True,True,348700.18,121626.18,53461.18,163,4116,62,no,588811.96,119,209
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_2,IC_Mgr_Dir_RVP_APAC_1_2_2_3,293644.18,369660.22,313220.93,310844.6,77,80,56,71,24,23,17,26,217191.77,True,True,True,True,527440.1,107289.86,148190.94,437,3973,89,no,1287369.94,284,90
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_2,IC_Mgr_Dir_RVP_APAC_1_2_2_4,0.0,0.0,201402.58,429135.07,0,0,30,114,33,21,40,24,54477.67,False,False,False,False,236729.1,99293.62,74612.07,336,1982,0,no,630537.66,144,118
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_2,Mgr_Dir_RVP_APAC_1_2_2,IC_Mgr_Dir_RVP_APAC_1_2_2_5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,77671.68,31972.15,16706.45,450,2918,0,yes,0.0,0,0
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_1,128082.11,135116.66,101554.96,173093.05,17,25,18,32,59,60,31,40,359751.58,True,True,True,True,215090.38,67708.35,64494.52,268,1528,70,no,537846.79,92,190
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_2,235402.03,238561.66,296696.01,311204.67,31,32,45,41,37,18,22,28,329544.19,False,True,True,True,852982.74,176453.29,36232.92,220,1424,49,no,1081864.37,149,105
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_3,211048.3,266899.36,191206.96,171741.23,52,54,43,33,51,45,24,35,103646.67,True,True,True,True,468826.04,147544.32,86334.41,442,522,144,no,840895.86,182,155
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_4,124493.73,129296.51,161479.49,235138.19,23,19,43,53,34,33,44,29,209196.02,False,True,True,False,340226.6,130035.23,73309.05,409,538,144,no,650407.93,138,140
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_5,209090.36,241525.91,228975.09,264948.88,56,29,50,57,50,19,47,19,463440.12,True,True,True,True,559044.06,97104.53,40975.84,103,2582,197,no,944540.25,192,135
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,120869.6,23852.82,14152.48,221,2336,106,yes,0.0,0,0
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_1,IC_Mgr_Dir_RVP_APAC_1_3_1_7,177003.55,274036.32,206351.02,455437.54,38,60,37,125,33,15,23,25,262856.71,False,True,True,True,739721.91,113660.11,64705.04,457,507,61,no,1112828.43,260,96
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_2,IC_Mgr_Dir_RVP_APAC_1_3_2_1,0.0,0.0,160842.3,259236.9,0,0,42,53,37,52,51,52,164954.5,False,False,False,False,177264.0,69611.81,11801.36,446,4578,175,no,420079.2,95,192
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_2,IC_Mgr_Dir_RVP_APAC_1_3_2_2,150288.43,131586.07,165503.28,173035.19,30,17,43,44,57,39,26,45,313613.48,True,True,True,False,242261.05,107737.07,91201.01,284,1162,0,no,620412.97,134,167
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_2,IC_Mgr_Dir_RVP_APAC_1_3_2_3,131363.61,96472.36,115907.38,170496.58,30,19,15,38,68,24,58,34,561462.6,True,True,True,True,379258.35,80804.93,24094.03,329,379,54,no,514239.94,102,184
Global_Corp,APAC,RVP_APAC_1,Dir_RVP_APAC_1_3,Mgr_Dir_RVP_APAC_1_3_2,IC_Mgr_Dir_RVP_APAC_1_3_2_4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,79552.89,16291.09,20155.89,438,4022,68,yes,0.0,0,0
