Region,fiscal_quarter,q_target,depth,level,node_id,parent,is_leaf,cascaded_quota,base_quota,hedge_buffer,overassignment_pct,share_of_parent
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_4,Mgr_Dir_RVP_NA_1_1_3,True,185133.32,160288.59,24844.73,0.155,0.090303
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_5,Mgr_Dir_RVP_NA_1_1_3,True,316657.17,274162.05,42495.12,0.155,0.154456
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_6,Mgr_Dir_RVP_NA_1_1_3,True,467806.85,405027.57,62779.27,0.155,0.228183
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_1,Mgr_Dir_RVP_NA_1_1_4,True,432991.48,374884.4,58107.08,0.155,0.292525
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_2,Mgr_Dir_RVP_NA_1_1_4,True,389255.41,337017.67,52237.74,0.155,0.262978
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_3,Mgr_Dir_RVP_NA_1_1_4,True,174368.95,150968.79,23400.16,0.155,0.117802
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_4,Mgr_Dir_RVP_NA_1_1_4,True,296657.97,256846.73,39811.24,0.155,0.20042
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_5,Mgr_Dir_RVP_NA_1_1_4,True,186911.12,161827.81,25083.31,0.155,0.126276
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_1,Mgr_Dir_RVP_NA_1_2_1,True,215482.46,186564.9,28917.56,0.155,0.123188
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_2,Mgr_Dir_RVP_NA_1_2_1,True,249887.7,216352.99,33534.71,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_3,Mgr_Dir_RVP_NA_1_2_1,True,125050.18,108268.55,16781.63,0.155,0.071489
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_4,Mgr_Dir_RVP_NA_1_2_1,True,375512.55,325119.09,50393.46,0.155,0.214675
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_5,Mgr_Dir_RVP_NA_1_2_1,True,243550.63,210866.34,32684.28,0.155,0.139234
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_6,Mgr_Dir_RVP_NA_1_2_1,True,228985.4,198255.76,30729.64,0.155,0.130908
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_7,Mgr_Dir_RVP_NA_1_2_1,True,310744.99,269043.28,41701.71,0.155,0.177648
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_1,Mgr_Dir_RVP_NA_1_2_2,True,191150.43,165498.21,25652.22,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_2,Mgr_Dir_RVP_NA_1_2_2,True,132148.49,114414.28,17734.21,0.155,0.098762
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_3,Mgr_Dir_RVP_NA_1_2_2,True,126973.11,109933.43,17039.68,0.155,0.094894
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_4,Mgr_Dir_RVP_NA_1_2_2,True,144127.69,124785.88,19341.81,0.155,0.107714
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_5,Mgr_Dir_RVP_NA_1_2_2,True,245292.22,212374.21,32918.0,0.155,0.18332
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_6,Mgr_Dir_RVP_NA_1_2_2,True,307210.67,265983.26,41227.41,0.155,0.229595
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_7,Mgr_Dir_RVP_NA_1_2_2,True,191150.43,165498.21,25652.22,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_1,Mgr_Dir_RVP_NA_1_2_3,True,251753.39,217968.3,33785.09,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_2,Mgr_Dir_RVP_NA_1_2_3,True,357782.26,309768.19,48014.07,0.155,0.203023
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_3,Mgr_Dir_RVP_NA_1_2_3,True,349337.5,302456.71,46880.79,0.155,0.198231
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_4,Mgr_Dir_RVP_NA_1_2_3,True,340110.27,294467.77,45642.5,0.155,0.192995
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_5,Mgr_Dir_RVP_NA_1_2_3,True,170429.72,147558.19,22871.52,0.155,0.09671
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_6,Mgr_Dir_RVP_NA_1_2_3,True,161590.14,139904.88,21685.26,0.155,0.091694
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_7,Mgr_Dir_RVP_NA_1_2_3,True,131270.44,113654.06,17616.38,0.155,0.074489
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_1,Mgr_Dir_RVP_NA_1_2_4,True,267560.33,231653.97,35906.37,0.155,0.193726
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_2,Mgr_Dir_RVP_NA_1_2_4,True,335467.36,290447.93,45019.43,0.155,0.242893
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_3,Mgr_Dir_RVP_NA_1_2_4,True,291210.24,252130.08,39080.16,0.155,0.210849
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_4,Mgr_Dir_RVP_NA_1_2_4,True,221325.42,191623.74,29701.68,0.155,0.16025
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_5,Mgr_Dir_RVP_NA_1_2_4,True,265566.72,229927.89,35638.82,0.155,0.192282
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_1,Mgr_Dir_RVP_NA_1_3_1,True,703958.48,609487.87,94470.62,0.155,0.237861
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_2,Mgr_Dir_RVP_NA_1_3_1,True,326687.51,282846.33,43841.18,0.155,0.110385
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_3,Mgr_Dir_RVP_NA_1_3_1,True,603100.99,522165.36,80935.63,0.155,0.203782
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_4,Mgr_Dir_RVP_NA_1_3_1,True,244177.83,211409.37,32768.45,0.155,0.082505
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_5,Mgr_Dir_RVP_NA_1_3_1,True,475566.46,411745.85,63820.61,0.155,0.16069
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_6,Mgr_Dir_RVP_NA_1_3_1,True,348003.64,301301.85,46701.79,0.155,0.117587
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_7,Mgr_Dir_RVP_NA_1_3_1,True,258040.78,223411.93,34628.85,0.155,0.08719
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_1,Mgr_Dir_RVP_NA_1_3_2,True,535954.26,464029.66,71924.6,0.155,0.178619
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_2,Mgr_Dir_RVP_NA_1_3_2,True,428648.87,371124.56,57524.31,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_3,Mgr_Dir_RVP_NA_1_3_2,True,302511.48,261914.7,40596.78,0.155,0.100819
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_4,Mgr_Dir_RVP_NA_1_3_2,True,578107.08,500525.61,77581.47,0.155,0.192668
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_5,Mgr_Dir_RVP_NA_1_3_2,True,460948.86,399089.92,61858.94,0.155,0.153622
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_6,Mgr_Dir_RVP_NA_1_3_2,True,230445.81,199520.18,30925.63,0.155,0.076801
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_7,Mgr_Dir_RVP_NA_1_3_2,True,463925.71,401667.28,62258.43,0.155,0.154614
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_1,Mgr_Dir_RVP_NA_2_1_1,True,414976.34,359286.88,55689.47,0.155,0.25
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_2,Mgr_Dir_RVP_NA_2_1_1,True,524264.91,453909.02,70355.9,0.155,0.31584
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_3,Mgr_Dir_RVP_NA_2_1_1,True,503061.29,435550.9,67510.39,0.155,0.303066
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_4,Mgr_Dir_RVP_NA_2_1_1,True,217602.83,188400.72,29202.11,0.155,0.131094
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_1,Mgr_Dir_RVP_NA_2_1_2,True,463080.42,400935.43,62144.99,0.155,0.259428
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_2,Mgr_Dir_RVP_NA_2_1_2,True,357001.72,309092.4,47909.32,0.155,0.2
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_3,Mgr_Dir_RVP_NA_2_1_2,True,510682.33,442149.2,68533.13,0.155,0.286095
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_4,Mgr_Dir_RVP_NA_2_1_2,True,168430.85,145827.58,22603.27,0.155,0.094359
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_5,Mgr_Dir_RVP_NA_2_1_2,True,285813.3,247457.4,38355.9,0.155,0.160119
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_1,Mgr_Dir_RVP_NA_2_1_3,True,316093.47,273674.0,42419.47,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_2,Mgr_Dir_RVP_NA_2_1_3,True,315545.92,273199.93,42345.99,0.155,0.14261
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_3,Mgr_Dir_RVP_NA_2_1_3,True,240898.22,208569.89,32328.33,0.155,0.108873
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_4,Mgr_Dir_RVP_NA_2_1_3,True,442805.53,383381.41,59424.12,0.155,0.200124
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_5,Mgr_Dir_RVP_NA_2_1_3,True,316093.47,273674.0,42419.47,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_6,Mgr_Dir_RVP_NA_2_1_3,True,265124.21,229544.77,35579.44,0.155,0.119822
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_7,Mgr_Dir_RVP_NA_2_1_3,True,316093.47,273674.0,42419.47,0.155,0.142857
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_1,Mgr_Dir_RVP_NA_2_2_1,True,343489.86,297393.82,46096.04,0.155,0.151577
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_2,Mgr_Dir_RVP_NA_2_2_1,True,377684.63,326999.68,50684.95,0.155,0.166667
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_3,Mgr_Dir_RVP_NA_2_2_1,True,374491.51,324235.07,50256.44,0.155,0.165258
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_4,Mgr_Dir_RVP_NA_2_2_1,True,202445.98,175277.9,27168.07,0.155,0.089336
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_5,Mgr_Dir_RVP_NA_2_2_1,True,393819.06,340968.88,52850.18,0.155,0.173787
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_6,Mgr_Dir_RVP_NA_2_2_1,True,574176.78,497122.75,77054.03,0.155,0.253376
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_1,Mgr_Dir_RVP_NA_2_2_2,True,650244.81,562982.52,87262.29,0.155,0.23956
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_2,Mgr_Dir_RVP_NA_2_2_2,True,403418.63,349280.2,54138.43,0.155,0.148625
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_3,Mgr_Dir_RVP_NA_2_2_2,True,139867.65,121097.53,18770.12,0.155,0.051529
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_4,Mgr_Dir_RVP_NA_2_2_2,True,352576.71,305261.22,47315.49,0.155,0.129894
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_5,Mgr_Dir_RVP_NA_2_2_2,True,433223.28,375085.09,58138.19,0.155,0.159606
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_6,Mgr_Dir_RVP_NA_2_2_2,True,494660.17,428277.2,66382.97,0.155,0.18224
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_7,Mgr_Dir_RVP_NA_2_2_2,True,240340.81,208087.28,32253.53,0.155,0.088545
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_1,Mgr_Dir_RVP_NA_2_2_3,True,284078.17,245955.12,38123.04,0.155,0.166667
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_2,Mgr_Dir_RVP_NA_2_2_3,True,284078.17,245955.12,38123.04,0.155,0.166667
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_3,Mgr_Dir_RVP_NA_2_2_3,True,273673.46,236946.72,36726.74,0.155,0.160562
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_4,Mgr_Dir_RVP_NA_2_2_3,True,218684.05,189336.84,29347.21,0.155,0.1283
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_5,Mgr_Dir_RVP_NA_2_2_3,True,433307.56,375158.06,58149.5,0.155,0.254219
NA,2,27500000.0,5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_6,Mgr_Dir_RVP_NA_2_2_3,True,210647.59,182378.87,28268.72,0.155,0.123585
EMEA,1,12000000.0,0,Global,Global_Corp,,False,12000000.0,12000000.0,0.0,0.0,1.0
EMEA,1,12000000.0,1,Region,EMEA,Global_Corp,False,12000000.0,12000000.0,0.0,0.0,1.0
EMEA,1,12000000.0,2,RVP,RVP_EMEA_1,EMEA,False,12000000.0,12000000.0,0.0,0.0,1.0
EMEA,1,12000000.0,3,Director,Dir_RVP_EMEA_1_1,RVP_EMEA_1,False,5225753.44,5225753.44,0.0,0.0,0.435479
EMEA,1,12000000.0,3,Director,Dir_RVP_EMEA_1_2,RVP_EMEA_1,False,6774246.56,6774246.56,0.0,0.0,0.564521
EMEA,1,12000000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_1_1,Dir_RVP_EMEA_1_1,False,2678464.71,2550918.77,127545.94,0.05,0.488144
EMEA,1,12000000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_1_2,Dir_RVP_EMEA_1_1,False,2808576.4,2674834.67,133741.73,0.05,0.511856
EMEA,1,12000000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_2_1,Dir_RVP_EMEA_1_2,False,3890647.52,3705378.59,185268.93,0.05,0.54698
EMEA,1,12000000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_2_2,Dir_RVP_EMEA_1_2,False,3222311.37,3068867.97,153443.4,0.05,0.45302
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_1,Mgr_Dir_RVP_EMEA_1_1_1,True,420705.51,364247.2,56458.32,0.155,0.142791
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_2,Mgr_Dir_RVP_EMEA_1_1_1,True,276922.8,239760.0,37162.8,0.155,0.09399
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_3,Mgr_Dir_RVP_EMEA_1_1_1,True,340315.24,294645.23,45670.01,0.155,0.115506
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_4,Mgr_Dir_RVP_EMEA_1_1_1,True,563996.83,488308.95,75687.89,0.155,0.191425
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_5,Mgr_Dir_RVP_EMEA_1_1_1,True,466318.52,403738.98,62579.54,0.155,0.158272
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_6,Mgr_Dir_RVP_EMEA_1_1_1,True,576215.53,498887.9,77327.63,0.155,0.195572
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_7,Mgr_Dir_RVP_EMEA_1_1_1,True,301836.76,261330.52,40506.23,0.155,0.102446
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_1,Mgr_Dir_RVP_EMEA_1_1_2,True,411408.99,356198.26,55210.73,0.155,0.133166
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_2,Mgr_Dir_RVP_EMEA_1_1_2,True,829661.39,718321.55,111339.84,0.155,0.268548
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_3,Mgr_Dir_RVP_EMEA_1_1_2,True,586773.07,508028.63,78744.44,0.155,0.189929
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_4,Mgr_Dir_RVP_EMEA_1_1_2,True,421069.4,364562.25,56507.15,0.155,0.136293
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_5,Mgr_Dir_RVP_EMEA_1_1_2,True,389003.53,336799.59,52203.94,0.155,0.125914
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_6,Mgr_Dir_RVP_EMEA_1_1_2,True,451517.66,390924.38,60593.28,0.155,0.146149
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_1,Mgr_Dir_RVP_EMEA_1_2_1,True,686015.89,593953.15,92062.74,0.155,0.160295
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_2,Mgr_Dir_RVP_EMEA_1_2_1,True,750246.28,649563.88,100682.4,0.155,0.175303
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_3,Mgr_Dir_RVP_EMEA_1_2_1,True,717846.63,621512.23,96334.4,0.155,0.167732
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_4,Mgr_Dir_RVP_EMEA_1_2_1,True,611387.47,529339.8,82047.67,0.155,0.142857
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_5,Mgr_Dir_RVP_EMEA_1_2_1,True,557932.28,483058.25,74874.03,0.155,0.130367
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_6,Mgr_Dir_RVP_EMEA_1_2_1,True,495653.28,429137.04,66516.24,0.155,0.115815
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_7,Mgr_Dir_RVP_EMEA_1_2_1,True,460630.45,398814.24,61816.21,0.155,0.107631
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_1,Mgr_Dir_RVP_EMEA_1_2_2,True,656907.98,568751.5,88156.48,0.155,0.185329
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_2,Mgr_Dir_RVP_EMEA_1_2_2,True,629993.0,545448.48,84544.51,0.155,0.177736
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_3,Mgr_Dir_RVP_EMEA_1_2_2,True,405987.69,351504.49,54483.2,0.155,0.114539
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_4,Mgr_Dir_RVP_EMEA_1_2_2,True,516315.9,447026.75,69289.15,0.155,0.145665
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_5,Mgr_Dir_RVP_EMEA_1_2_2,True,590757.08,511477.99,79279.09,0.155,0.166667
EMEA,1,12000000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_6,Mgr_Dir_RVP_EMEA_1_2_2,True,744580.86,644658.75,99922.11,0.155,0.210064
EMEA,2,13200000.0,0,Global,Global_Corp,,False,13200000.0,13200000.0,0.0,0.0,1.0
EMEA,2,13200000.0,1,Region,EMEA,Global_Corp,False,13200000.0,13200000.0,0.0,0.0,1.0
EMEA,2,13200000.0,2,RVP,RVP_EMEA_1,EMEA,False,13200000.0,13200000.0,0.0,0.0,1.0
EMEA,2,13200000.0,3,Director,Dir_RVP_EMEA_1_1,RVP_EMEA_1,False,5748328.78,5748328.78,0.0,0.0,0.435479
EMEA,2,13200000.0,3,Director,Dir_RVP_EMEA_1_2,RVP_EMEA_1,False,7451671.22,7451671.22,0.0,0.0,0.564521
EMEA,2,13200000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_1_1,Dir_RVP_EMEA_1_1,False,2946311.18,2806010.65,140300.53,0.05,0.488144
EMEA,2,13200000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_1_2,Dir_RVP_EMEA_1_1,False,3089434.04,2942318.13,147115.91,0.05,0.511856
EMEA,2,13200000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_2_1,Dir_RVP_EMEA_1_2,False,4279712.27,4075916.45,203795.82,0.05,0.54698
EMEA,2,13200000.0,4,Manager,Mgr_Dir_RVP_EMEA_1_2_2,Dir_RVP_EMEA_1_2,False,3544542.5,3375754.77,168787.74,0.05,0.45302
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_1,Mgr_Dir_RVP_EMEA_1_1_1,True,462776.06,400671.92,62104.15,0.155,0.142791
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_2,Mgr_Dir_RVP_EMEA_1_1_1,True,304615.07,263736.0,40879.08,0.155,0.09399
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_3,Mgr_Dir_RVP_EMEA_1_1_1,True,374346.76,324109.75,50237.01,0.155,0.115506
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_4,Mgr_Dir_RVP_EMEA_1_1_1,True,620396.52,537139.84,83256.68,0.155,0.191425
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_5,Mgr_Dir_RVP_EMEA_1_1_1,True,512950.37,444112.88,68837.5,0.155,0.158272
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_6,Mgr_Dir_RVP_EMEA_1_1_1,True,633837.08,548776.69,85060.39,0.155,0.195572
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_7,Mgr_Dir_RVP_EMEA_1_1_1,True,332020.43,287463.58,44556.85,0.155,0.102446
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_1,Mgr_Dir_RVP_EMEA_1_1_2,True,452549.89,391818.08,60731.8,0.155,0.133166
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_2,Mgr_Dir_RVP_EMEA_1_1_2,True,912627.53,790153.7,122473.82,0.155,0.268548
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_3,Mgr_Dir_RVP_EMEA_1_1_2,True,645450.38,558831.5,86618.88,0.155,0.189929
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_4,Mgr_Dir_RVP_EMEA_1_1_2,True,463176.34,401018.48,62157.86,0.155,0.136293
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_5,Mgr_Dir_RVP_EMEA_1_1_2,True,427903.88,370479.55,57424.33,0.155,0.125914
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_6,Mgr_Dir_RVP_EMEA_1_1_2,True,496669.43,430016.82,66652.61,0.155,0.146149
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_1,Mgr_Dir_RVP_EMEA_1_2_1,True,754617.48,653348.47,101269.01,0.155,0.160295
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_2,Mgr_Dir_RVP_EMEA_1_2_1,True,825270.91,714520.26,110750.64,0.155,0.175303
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_3,Mgr_Dir_RVP_EMEA_1_2_1,True,789631.29,683663.46,105967.84,0.155,0.167732
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_4,Mgr_Dir_RVP_EMEA_1_2_1,True,672526.21,582273.78,90252.44,0.155,0.142857
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_5,Mgr_Dir_RVP_EMEA_1_2_1,True,613725.51,531364.07,82361.43,0.155,0.130367
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_6,Mgr_Dir_RVP_EMEA_1_2_1,True,545218.61,472050.74,73167.86,0.155,0.115815
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_7,Mgr_Dir_RVP_EMEA_1_2_1,True,506693.5,438695.67,67997.83,0.155,0.107631
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_1,Mgr_Dir_RVP_EMEA_1_2_2,True,722598.78,625626.65,96972.13,0.155,0.185329
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_2,Mgr_Dir_RVP_EMEA_1_2_2,True,692992.3,599993.33,92998.97,0.155,0.177736
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_3,Mgr_Dir_RVP_EMEA_1_2_2,True,446586.46,386654.94,59931.52,0.155,0.114539
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_4,Mgr_Dir_RVP_EMEA_1_2_2,True,567947.49,491729.43,76218.06,0.155,0.145665
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_5,Mgr_Dir_RVP_EMEA_1_2_2,True,649832.79,562625.79,87207.0,0.155,0.166667
EMEA,2,13200000.0,5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_6,Mgr_Dir_RVP_EMEA_1_2_2,True,819038.94,709124.63,109914.32,0.155,0.210064
